id,account_id,occurred_at,channel
112,1051,2016-12-26 03:28:00,direct
113,1061,2014-12-11 22:01:00,direct
114,1061,2015-01-10 16:32:00,direct
115,1061,2015-02-08 17:58:00,direct
116,1061,2015-03-10 10:55:00,direct
117,1061,2015-04-08 19:19:00,direct
118,1061,2015-05-07 11:41:00,direct
119,1061,2015-06-05 14:02:00,direct
120,1061,2015-07-05 00:08:00,direct
121,1061,2015-08-04 00:18:00,direct
122,1061,2015-09-02 05:01:00,direct
123,1061,2015-10-02 03:19:00,direct
124,1061,2015-10-31 11:07:00,direct
125,1061,2015-11-30 15:56:00,direct
126,1061,2015-12-29 09:40:00,direct
127,1061,2016-01-28 08:39:00,direct
128,1061,2016-02-27 21:23:00,direct
129,1061,2016-03-27 12:44:00,direct
130,1061,2016-04-25 04:34:00,direct
131,1071,2014-12-10 07:01:00,direct
132,1071,2015-01-09 12:03:00,direct
133,1071,2015-02-08 15:25:00,direct
134,1071,2015-03-09 23:48:00,direct
135,1071,2015-04-08 01:41:00,direct
136,1071,2015-05-07 16:40:00,direct
137,1071,2015-06-05 05:54:00,direct
138,1071,2015-07-04 12:05:00,direct
139,1071,2015-08-02 18:24:00,direct
140,1071,2015-08-31 23:08:00,direct
141,1071,2015-09-30 05:12:00,direct
142,1071,2015-10-30 23:34:00,direct
143,1071,2015-11-29 05:40:00,direct
144,1071,2015-12-29 04:55:00,direct
145,1071,2016-01-27 06:23:00,direct
146,1071,2016-02-26 13:32:00,direct
147,1071,2016-03-27 06:11:00,direct
148,1071,2016-04-25 12:19:00,direct
149,1071,2016-05-25 06:56:00,direct
150,1071,2016-06-24 21:31:00,direct
151,1071,2016-07-23 11:38:00,direct
152,1071,2016-08-21 21:14:00,direct
153,1071,2016-09-19 06:07:00,direct
154,1071,2016-10-19 11:41:00,direct
155,1071,2016-11-18 19:57:00,direct
156,1071,2016-12-18 01:02:00,direct
157,1081,2014-12-25 08:12:00,direct
158,1081,2015-01-24 11:55:00,direct
159,1081,2015-02-23 11:05:00,direct
160,1081,2015-03-24 20:48:00,direct
161,1081,2015-04-23 05:24:00,direct
162,1081,2015-05-22 23:33:00,direct
163,1081,2015-06-20 19:53:00,direct
164,1081,2015-07-19 20:11:00,direct
165,1081,2015-08-17 08:58:00,direct
166,1081,2015-09-15 09:14:00,direct
167,1081,2015-10-14 15:02:00,direct
168,1081,2015-11-12 19:31:00,direct
169,1081,2015-12-11 03:26:00,direct
170,1081,2016-01-09 22:18:00,direct
171,1081,2016-02-07 07:51:00,direct
172,1081,2016-03-08 09:59:00,direct
173,1081,2016-04-07 18:43:00,direct
174,1081,2016-05-06 02:15:00,direct
175,1081,2016-06-04 08:20:00,direct
176,1081,2016-07-03 04:40:00,direct
177,1081,2016-08-02 19:41:00,direct
178,1081,2016-09-01 20:37:00,direct
179,1081,2016-10-01 16:29:00,direct
180,1081,2016-10-31 08:47:00,direct
181,1081,2016-11-29 07:57:00,direct
182,1081,2016-12-29 04:09:00,direct
183,1091,2014-12-05 18:45:00,direct
184,1091,2015-01-04 20:51:00,direct
185,1091,2015-02-03 15:31:00,direct
186,1091,2015-03-04 09:51:00,direct
187,1091,2015-04-03 01:46:00,direct
188,1091,2015-05-03 07:58:00,direct
189,1091,2015-06-02 23:50:00,direct
190,1091,2015-07-02 02:20:00,direct
191,1091,2015-08-01 16:31:00,direct
192,1091,2015-08-30 00:53:00,direct
193,1091,2015-09-29 14:53:00,direct
194,1091,2015-10-28 08:18:00,direct
195,1091,2015-11-26 15:42:00,direct
196,1091,2015-12-26 02:51:00,direct
197,1091,2016-01-25 02:56:00,direct
198,1091,2016-02-23 15:14:00,direct
199,1091,2016-03-24 21:01:00,direct
200,1091,2016-04-23 08:17:00,direct
201,1091,2016-05-23 11:47:00,direct
202,1091,2016-06-22 06:00:00,direct
203,1091,2016-07-22 01:50:00,direct
204,1091,2016-08-20 13:49:00,direct
205,1091,2016-09-19 19:28:00,direct
206,1091,2016-10-19 18:03:00,direct
207,1091,2016-11-18 17:48:00,direct
208,1091,2016-12-17 23:18:00,direct
209,1101,2016-11-25 17:57:00,direct
210,1101,2016-12-24 18:17:00,direct
211,1111,2014-12-12 17:22:00,direct
212,1111,2015-01-11 04:10:00,direct
213,1111,2015-02-10 23:53:00,direct
214,1111,2015-03-11 06:36:00,direct
215,1111,2015-04-10 17:23:00,direct
216,1111,2015-05-10 18:46:00,direct
217,1111,2015-06-09 03:20:00,direct
218,1111,2015-07-09 08:24:00,direct
219,1111,2015-08-08 14:31:00,direct
220,1111,2015-09-07 18:16:00,direct
221,1121,2014-12-12 03:01:00,direct
222,1121,2015-01-11 11:21:00,direct
223,1121,2015-02-09 20:10:00,direct
224,1121,2015-03-11 16:19:00,direct
225,1121,2015-04-09 09:57:00,direct
226,1121,2015-05-09 19:59:00,direct
227,1121,2015-06-08 06:42:00,direct
228,1121,2015-07-08 21:34:00,direct
229,1121,2015-08-07 03:44:00,direct
230,1121,2015-09-05 11:43:00,direct
231,1121,2015-10-05 02:06:00,direct
232,1121,2015-11-04 07:31:00,direct
233,1121,2015-12-04 14:25:00,direct
234,1121,2016-01-02 10:47:00,direct
235,1121,2016-02-01 19:00:00,direct
236,1121,2016-03-01 06:14:00,direct
237,1121,2016-03-30 21:33:00,direct
238,1121,2016-04-29 06:01:00,direct
239,1121,2016-05-29 06:49:00,direct
240,1121,2016-06-27 00:56:00,direct
241,1121,2016-07-27 04:33:00,direct
242,1121,2016-08-26 16:06:00,direct
243,1121,2016-09-25 03:57:00,direct
244,1121,2016-10-25 06:47:00,direct
245,1121,2016-11-24 12:28:00,direct
246,1121,2016-12-23 07:03:00,direct
247,1131,2015-04-03 07:41:00,direct
248,1131,2015-05-02 08:21:00,direct
249,1131,2015-06-01 12:48:00,direct
250,1131,2015-06-30 08:48:00,direct
251,1131,2015-07-29 14:21:00,direct
252,1131,2015-08-28 17:26:00,direct
253,1131,2015-09-26 14:02:00,direct
254,1131,2015-10-25 06:30:00,direct
255,1131,2015-11-23 05:56:00,direct
256,1131,2015-12-22 20:50:00,direct
257,1141,2014-12-29 10:08:00,direct
258,1141,2015-01-28 17:20:00,direct
259,1141,2015-02-26 21:28:00,direct
260,1151,2016-05-17 14:05:00,direct
261,1151,2016-06-15 04:43:00,direct
262,1151,2016-07-15 01:20:00,direct
263,1151,2016-08-13 18:32:00,direct
264,1151,2016-09-11 10:39:00,direct
265,1151,2016-10-10 23:20:00,direct
266,1151,2016-11-09 05:00:00,direct
267,1151,2016-12-08 07:31:00,direct
268,1161,2016-03-22 22:20:00,direct
269,1161,2016-04-21 17:19:00,direct
270,1161,2016-05-21 21:08:00,direct
271,1161,2016-06-19 07:09:00,direct
272,1161,2016-07-18 20:00:00,direct
273,1161,2016-08-17 12:54:00,direct
274,1161,2016-09-15 23:37:00,direct
275,1161,2016-10-15 13:35:00,direct
276,1161,2016-11-13 17:01:00,direct
277,1161,2016-12-12 23:10:00,direct
278,1171,2014-12-18 00:02:00,direct
279,1171,2015-01-16 20:20:00,direct
280,1171,2015-02-14 05:04:00,direct
281,1171,2015-03-16 07:05:00,direct
282,1171,2015-04-14 04:55:00,direct
283,1171,2015-05-14 07:21:00,direct
284,1171,2015-06-12 23:44:00,direct
285,1181,2014-12-13 12:57:00,direct
286,1181,2015-01-11 04:39:00,direct
287,1181,2015-02-09 10:38:00,direct
288,1181,2015-03-11 18:53:00,direct
289,1181,2015-04-09 20:40:00,direct
290,1181,2015-05-09 06:50:00,direct
291,1181,2015-06-08 03:06:00,direct
292,1181,2015-07-08 08:34:00,direct
293,1181,2015-08-06 16:30:00,direct
294,1181,2015-09-05 23:40:00,direct
295,1181,2015-10-05 07:11:00,direct
296,1181,2015-11-04 18:25:00,direct
297,1181,2015-12-03 01:42:00,direct
298,1181,2016-01-02 15:13:00,direct
299,1181,2016-01-31 08:22:00,direct
300,1181,2016-02-29 11:33:00,direct
301,1181,2016-03-30 18:27:00,direct
302,1181,2016-04-28 10:54:00,direct
303,1181,2016-05-28 09:28:00,direct
304,1181,2016-06-26 05:28:00,direct
305,1181,2016-07-26 13:30:00,direct
306,1181,2016-08-24 09:43:00,direct
307,1181,2016-09-22 05:25:00,direct
308,1181,2016-10-22 06:54:00,direct
309,1181,2016-11-21 16:55:00,direct
310,1181,2016-12-21 05:17:00,direct
311,1191,2014-12-29 16:10:00,direct
312,1191,2015-01-27 04:42:00,direct
313,1191,2015-02-25 09:54:00,direct
314,1191,2015-03-26 03:46:00,direct
315,1191,2015-04-25 01:03:00,direct
316,1191,2015-05-25 17:13:00,direct
317,1191,2015-06-23 16:43:00,direct
318,1191,2015-07-23 13:19:00,direct
319,1191,2015-08-21 14:45:00,direct
320,1191,2015-09-20 03:20:00,direct
321,1191,2015-10-20 12:13:00,direct
322,1191,2015-11-19 21:30:00,direct
323,1191,2015-12-19 09:15:00,direct
324,1191,2016-01-17 13:46:00,direct
325,1191,2016-02-15 06:30:00,direct
326,1191,2016-03-15 18:38:00,direct
327,1191,2016-04-14 16:58:00,direct
328,1191,2016-05-13 20:51:00,direct
329,1191,2016-06-11 21:49:00,direct
330,1191,2016-07-11 03:32:00,direct
331,1191,2016-08-09 10:59:00,direct
332,1191,2016-09-08 22:47:00,direct
333,1191,2016-10-08 06:37:00,direct
334,1191,2016-11-06 03:51:00,direct
335,1191,2016-12-06 17:45:00,direct
336,1201,2014-12-06 04:28:00,direct
337,1201,2015-01-04 15:12:00,direct
338,1201,2015-02-02 05:22:00,direct
339,1201,2015-03-04 12:20:00,direct
340,1201,2015-04-02 00:59:00,direct
341,1201,2015-05-01 07:00:00,direct
342,1201,2015-05-31 11:38:00,direct
343,1201,2015-06-29 02:49:00,direct
344,1201,2015-07-29 16:32:00,direct
345,1201,2015-08-27 04:09:00,direct
346,1201,2015-09-26 08:32:00,direct
347,1211,2016-11-16 10:00:00,direct
348,1211,2016-12-16 20:12:00,direct
349,1221,2014-12-15 16:47:00,direct
350,1221,2015-01-14 13:04:00,direct
351,1221,2015-02-13 20:51:00,direct
352,1221,2015-03-14 08:23:00,direct
353,1221,2015-04-13 14:32:00,direct
354,1221,2015-05-12 10:57:00,direct
355,1221,2015-06-11 16:36:00,direct
356,1221,2015-07-10 09:05:00,direct
357,1221,2015-08-09 23:38:00,direct
358,1221,2015-09-07 13:19:00,direct
359,1221,2015-10-06 15:03:00,direct
360,1221,2015-11-04 03:33:00,direct
361,1221,2015-12-04 14:58:00,direct
362,1221,2016-01-02 14:30:00,direct
363,1221,2016-02-01 18:53:00,direct
364,1221,2016-03-01 17:00:00,direct
365,1221,2016-03-30 19:54:00,direct
366,1221,2016-04-28 12:04:00,direct
367,1221,2016-05-27 18:14:00,direct
368,1221,2016-06-25 23:56:00,direct
369,1221,2016-07-24 04:38:00,direct
370,1221,2016-08-23 02:06:00,direct
371,1221,2016-09-22 06:00:00,direct
372,1221,2016-10-21 07:31:00,direct
373,1221,2016-11-20 19:01:00,direct
374,1221,2016-12-19 23:15:00,direct
375,1231,2014-12-30 14:22:00,direct
376,1231,2015-01-28 11:57:00,direct
377,1231,2015-02-26 07:28:00,direct
378,1231,2015-03-28 23:47:00,direct
379,1241,2016-12-09 08:53:00,direct
380,1251,2016-11-01 08:14:00,direct
381,1251,2016-12-01 07:14:00,direct
382,1251,2016-12-30 04:01:00,direct
383,1261,2014-12-31 00:08:00,direct
384,1261,2015-01-30 03:54:00,direct
385,1261,2015-02-28 16:11:00,direct
386,1271,2015-01-01 15:46:00,direct
387,1271,2015-01-31 17:20:00,direct
388,1271,2015-03-01 05:06:00,direct
389,1271,2015-03-31 19:43:00,direct
390,1281,2014-12-20 23:35:00,direct
391,1281,2015-01-18 06:58:00,direct
392,1281,2015-02-17 05:01:00,direct
393,1281,2015-03-18 12:36:00,direct
394,1281,2015-04-17 01:48:00,direct
395,1281,2015-05-16 10:03:00,direct
396,1281,2015-06-15 16:43:00,direct
397,1281,2015-07-14 16:36:00,direct
398,1281,2015-08-12 12:48:00,direct
399,1281,2015-09-10 15:28:00,direct
400,1281,2015-10-09 06:49:00,direct
401,1281,2015-11-08 23:21:00,direct
402,1281,2015-12-07 22:33:00,direct
403,1281,2016-01-05 00:51:00,direct
404,1281,2016-02-03 22:53:00,direct
405,1281,2016-03-04 02:18:00,direct
406,1281,2016-04-03 16:40:00,direct
407,1281,2016-05-03 12:31:00,direct
408,1281,2016-06-02 13:22:00,direct
409,1281,2016-07-02 15:05:00,direct
410,1281,2016-07-31 04:26:00,direct
411,1281,2016-08-30 07:52:00,direct
412,1281,2016-09-29 16:34:00,direct
413,1281,2016-10-28 16:45:00,direct
414,1281,2016-11-27 18:31:00,direct
415,1281,2016-12-27 19:05:00,direct
416,1291,2016-04-24 06:34:00,direct
417,1291,2016-05-24 02:20:00,direct
418,1291,2016-06-22 13:48:00,direct
419,1291,2016-07-21 04:35:00,direct
420,1291,2016-08-20 07:16:00,direct
421,1291,2016-09-19 06:18:00,direct
422,1291,2016-10-18 03:05:00,direct
423,1291,2016-11-17 22:44:00,direct
424,1291,2016-12-17 20:34:00,direct
425,1301,2016-12-26 01:34:00,direct
426,1311,2014-12-30 18:44:00,direct
427,1311,2015-01-29 08:42:00,direct
428,1311,2015-02-27 17:55:00,direct
429,1311,2015-03-29 02:42:00,direct
430,1311,2015-04-27 03:53:00,direct
431,1311,2015-05-27 19:10:00,direct
432,1311,2015-06-26 07:31:00,direct
433,1311,2015-07-26 10:30:00,direct
434,1311,2015-08-24 19:46:00,direct
435,1311,2015-09-22 21:26:00,direct
436,1311,2015-10-21 00:55:00,direct
437,1311,2015-11-19 14:49:00,direct
438,1311,2015-12-18 03:51:00,direct
439,1321,2017-01-01 02:44:00,direct
440,1331,2014-12-05 02:45:00,direct
441,1331,2015-01-03 22:19:00,direct
442,1331,2015-02-01 09:12:00,direct
443,1331,2015-03-02 13:51:00,direct
444,1331,2015-04-01 21:03:00,direct
445,1331,2015-05-01 14:13:00,direct
446,1331,2015-05-30 21:53:00,direct
447,1331,2015-06-28 04:05:00,direct
448,1331,2015-07-28 16:12:00,direct
449,1331,2015-08-27 00:46:00,direct
450,1341,2014-12-24 18:09:00,direct
451,1341,2015-01-23 07:04:00,direct
452,1341,2015-02-21 23:15:00,direct
453,1341,2015-03-22 03:43:00,direct
454,1341,2015-04-20 11:02:00,direct
455,1351,2014-12-28 20:39:00,direct
456,1351,2015-01-26 02:43:00,direct
457,1351,2015-02-25 10:37:00,direct
458,1351,2015-03-26 05:45:00,direct
459,1351,2015-04-25 13:51:00,direct
460,1351,2015-05-25 14:08:00,direct
461,1351,2015-06-24 00:13:00,direct
462,1351,2015-07-24 01:51:00,direct
463,1351,2015-08-23 03:52:00,direct
464,1351,2015-09-22 22:47:00,direct
465,1351,2015-10-21 04:25:00,direct
466,1351,2015-11-20 09:29:00,direct
467,1351,2015-12-20 19:36:00,direct
468,1351,2016-01-19 08:56:00,direct
469,1351,2016-02-17 01:08:00,direct
470,1351,2016-03-18 05:41:00,direct
471,1351,2016-04-17 18:19:00,direct
472,1351,2016-05-16 10:22:00,direct
473,1351,2016-06-15 22:19:00,direct
474,1351,2016-07-15 12:53:00,direct
475,1351,2016-08-14 04:57:00,direct
476,1351,2016-09-12 17:16:00,direct
477,1351,2016-10-12 07:54:00,direct
478,1351,2016-11-10 21:43:00,direct
479,1351,2016-12-10 21:34:00,direct
480,1361,2014-12-30 19:09:00,direct
481,1361,2015-01-28 16:21:00,direct
482,1361,2015-02-27 23:41:00,direct
483,1361,2015-03-29 21:59:00,direct
484,1361,2015-04-28 20:03:00,direct
485,1361,2015-05-27 05:38:00,direct
486,1361,2015-06-25 04:22:00,direct
487,1361,2015-07-24 12:18:00,direct
488,1361,2015-08-23 21:00:00,direct
489,1361,2015-09-22 15:46:00,direct
490,1361,2015-10-21 23:44:00,direct
491,1361,2015-11-19 06:30:00,direct
492,1361,2015-12-19 17:36:00,direct
493,1361,2016-01-17 01:46:00,direct
494,1361,2016-02-16 05:37:00,direct
495,1361,2016-03-16 14:25:00,direct
496,1361,2016-04-15 15:22:00,direct
497,1361,2016-05-15 00:11:00,direct
498,1361,2016-06-14 19:06:00,direct
499,1361,2016-07-14 19:15:00,direct
500,1361,2016-08-12 20:23:00,direct
501,1361,2016-09-11 02:53:00,direct
502,1361,2016-10-10 09:51:00,direct
503,1371,2014-12-11 11:51:00,direct
504,1371,2015-01-10 02:35:00,direct
505,1371,2015-02-09 07:33:00,direct
506,1371,2015-03-11 20:22:00,direct
507,1371,2015-04-09 19:25:00,direct
508,1371,2015-05-09 20:56:00,direct
509,1371,2015-06-08 23:41:00,direct
510,1371,2015-07-07 12:48:00,direct
511,1371,2015-08-06 12:54:00,direct
512,1371,2015-09-05 00:11:00,direct
513,1371,2015-10-05 08:48:00,direct
514,1371,2015-11-03 16:34:00,direct
515,1371,2015-12-03 01:15:00,direct
516,1381,2016-10-19 15:48:00,direct
517,1381,2016-11-17 07:25:00,direct
518,1381,2016-12-17 19:10:00,direct
519,1391,2016-12-18 20:24:00,direct
520,1401,2016-11-11 03:25:00,direct
521,1401,2016-12-11 12:50:00,direct
522,1411,2014-12-29 08:25:00,direct
523,1411,2015-01-28 09:27:00,direct
524,1411,2015-02-27 15:32:00,direct
525,1411,2015-03-28 23:35:00,direct
526,1411,2015-04-27 19:57:00,direct
527,1411,2015-05-27 09:34:00,direct
528,1411,2015-06-26 18:25:00,direct
529,1411,2015-07-26 13:15:00,direct
530,1411,2015-08-25 07:36:00,direct
531,1411,2015-09-23 10:05:00,direct
532,1411,2015-10-22 13:59:00,direct
533,1411,2015-11-20 15:58:00,direct
534,1411,2015-12-20 11:43:00,direct
535,1411,2016-01-19 12:20:00,direct
536,1411,2016-02-17 19:40:00,direct
537,1411,2016-03-17 23:33:00,direct
538,1411,2016-04-15 07:45:00,direct
539,1411,2016-05-14 11:33:00,direct
540,1411,2016-06-13 13:18:00,direct
541,1411,2016-07-13 22:52:00,direct
542,1411,2016-08-11 12:05:00,direct
543,1411,2016-09-09 20:37:00,direct
544,1411,2016-10-08 15:11:00,direct
545,1411,2016-11-06 12:49:00,direct
546,1411,2016-12-06 01:44:00,direct
547,1421,2014-12-31 04:01:00,direct
548,1421,2015-01-29 23:22:00,direct
549,1421,2015-02-28 12:54:00,direct
550,1421,2015-03-30 12:32:00,direct
551,1421,2015-04-29 18:29:00,direct
552,1421,2015-05-29 00:21:00,direct
553,1421,2015-06-28 09:35:00,direct
554,1421,2015-07-28 04:15:00,direct
555,1431,2014-12-17 13:40:00,direct
556,1441,2014-12-25 02:00:00,direct
557,1441,2015-01-24 08:42:00,direct
558,1441,2015-02-22 23:47:00,direct
559,1441,2015-03-23 15:53:00,direct
560,1441,2015-04-22 03:10:00,direct
561,1441,2015-05-22 19:05:00,direct
562,1441,2015-06-20 00:32:00,direct
563,1441,2015-07-19 21:29:00,direct
564,1441,2015-08-18 20:03:00,direct
565,1441,2015-09-17 22:11:00,direct
566,1441,2015-10-16 17:22:00,direct
567,1441,2015-11-15 23:07:00,direct
568,1441,2015-12-14 11:56:00,direct
569,1441,2016-01-13 21:43:00,direct
570,1441,2016-02-11 23:22:00,direct
571,1441,2016-03-11 07:14:00,direct
572,1441,2016-04-09 15:19:00,direct
573,1441,2016-05-09 22:44:00,direct
574,1441,2016-06-08 14:24:00,direct
575,1441,2016-07-07 05:18:00,direct
576,1441,2016-08-05 15:59:00,direct
577,1441,2016-09-04 07:56:00,direct
578,1441,2016-10-04 15:00:00,direct
579,1441,2016-11-03 13:37:00,direct
580,1441,2016-12-03 10:45:00,direct
581,1451,2014-12-05 23:52:00,direct
582,1451,2015-01-03 06:46:00,direct
583,1451,2015-02-02 07:40:00,direct
584,1451,2015-03-03 03:39:00,direct
585,1451,2015-04-02 20:59:00,direct
586,1451,2015-05-01 02:24:00,direct
587,1451,2015-05-30 02:46:00,direct
588,1451,2015-06-29 07:57:00,direct
589,1451,2015-07-29 17:43:00,direct
590,1451,2015-08-27 16:15:00,direct
591,1451,2015-09-25 03:03:00,direct
592,1451,2015-10-25 23:22:00,direct
593,1451,2015-11-24 18:48:00,direct
594,1451,2015-12-24 08:03:00,direct
595,1451,2016-01-23 09:54:00,direct
596,1451,2016-02-21 19:02:00,direct
597,1451,2016-03-22 07:27:00,direct
598,1451,2016-04-21 03:57:00,direct
599,1451,2016-05-21 16:17:00,direct
600,1451,2016-06-20 14:03:00,direct
601,1451,2016-07-19 16:57:00,direct
602,1451,2016-08-17 22:12:00,direct
603,1451,2016-09-15 19:45:00,direct
604,1451,2016-10-14 10:01:00,direct
605,1451,2016-11-13 16:57:00,direct
606,1451,2016-12-13 10:21:00,direct
607,1461,2014-12-31 19:34:00,direct
608,1461,2015-01-30 22:50:00,direct
609,1461,2015-03-01 08:34:00,direct
610,1461,2015-03-31 17:17:00,direct
611,1461,2015-04-30 23:39:00,direct
612,1461,2015-05-30 13:25:00,direct
613,1461,2015-06-28 03:56:00,direct
614,1461,2015-07-28 15:53:00,direct
615,1461,2015-08-26 17:04:00,direct
616,1461,2015-09-24 17:18:00,direct
617,1461,2015-10-24 07:30:00,direct
618,1461,2015-11-22 22:32:00,direct
619,1461,2015-12-22 13:04:00,direct
620,1461,2016-01-20 11:38:00,direct
621,1461,2016-02-19 15:14:00,direct
622,1461,2016-03-19 11:23:00,direct
623,1461,2016-04-17 14:43:00,direct
624,1461,2016-05-17 02:22:00,direct
625,1461,2016-06-16 14:22:00,direct
626,1461,2016-07-16 03:48:00,direct
627,1461,2016-08-15 14:35:00,direct
628,1461,2016-09-13 06:26:00,direct
629,1461,2016-10-12 17:44:00,direct
630,1461,2016-11-11 07:04:00,direct
631,1471,2014-12-09 06:23:00,direct
632,1471,2015-01-08 16:46:00,direct
633,1471,2015-02-07 13:30:00,direct
634,1471,2015-03-09 13:51:00,direct
635,1471,2015-04-07 07:08:00,direct
636,1471,2015-05-07 12:59:00,direct
637,1471,2015-06-05 08:59:00,direct
638,1471,2015-07-05 20:45:00,direct
639,1471,2015-08-03 14:44:00,direct
640,1471,2015-09-02 00:33:00,direct
641,1471,2015-10-01 19:22:00,direct
642,1471,2015-10-31 22:35:00,direct
643,1471,2015-11-29 09:24:00,direct
644,1471,2015-12-28 10:51:00,direct
645,1471,2016-01-26 23:12:00,direct
646,1471,2016-02-25 02:55:00,direct
647,1471,2016-03-26 12:41:00,direct
648,1471,2016-04-24 05:12:00,direct
649,1471,2016-05-23 15:01:00,direct
650,1471,2016-06-21 21:42:00,direct
651,1471,2016-07-21 21:52:00,direct
652,1471,2016-08-19 06:56:00,direct
653,1471,2016-09-18 20:44:00,direct
654,1471,2016-10-18 17:00:00,direct
655,1471,2016-11-16 09:53:00,direct
656,1471,2016-12-16 18:03:00,direct
657,1481,2014-12-08 14:13:00,direct
658,1481,2015-01-07 02:23:00,direct
659,1481,2015-02-05 10:03:00,direct
660,1481,2015-03-07 08:49:00,direct
661,1481,2015-04-06 14:54:00,direct
662,1481,2015-05-05 16:41:00,direct
663,1481,2015-06-04 04:47:00,direct
664,1491,2014-12-04 14:31:00,direct
665,1491,2015-01-02 19:31:00,direct
